index,class_id,class,split,source
2522,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2523,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2524,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2525,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2526,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2527,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2528,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2529,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2530,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2531,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2532,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2533,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2534,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2535,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2536,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2537,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2538,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2539,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2540,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2541,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2542,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2543,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2544,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2545,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2546,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2547,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2548,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2549,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2550,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2551,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2552,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2553,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2554,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2555,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2556,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2557,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2558,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2559,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2560,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2561,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2562,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2563,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2564,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2565,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2566,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2567,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2568,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2569,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2570,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2571,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2572,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2573,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2574,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2575,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2576,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2577,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2578,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2579,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2580,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2581,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2582,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2583,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2584,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2585,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2586,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2587,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2588,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2589,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2590,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2591,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2592,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2593,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2594,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2595,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2596,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2597,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2598,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2599,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2600,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2601,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2602,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2603,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2604,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2605,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2606,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2607,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2608,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2609,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2610,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2611,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2612,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2613,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2614,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2615,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2616,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2617,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2618,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2619,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2620,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2621,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2622,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2623,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2624,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2625,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2626,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2627,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2628,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2629,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2630,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2631,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2632,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2633,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2634,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2635,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2636,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2637,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2638,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2639,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2640,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2641,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2642,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2643,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2644,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2645,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2646,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2647,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2648,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2649,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2650,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2651,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2652,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2653,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2654,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2655,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2656,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2657,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2658,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2659,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2660,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2661,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2662,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2663,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2664,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2665,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2666,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2667,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2668,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2669,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2670,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2671,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2672,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2673,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2674,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2675,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2676,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2677,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2678,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2679,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2680,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2681,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2682,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2683,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2684,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2685,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2686,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2687,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2688,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2689,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2690,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2691,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2692,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2693,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2694,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2695,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2696,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2697,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2698,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2699,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2700,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2701,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2702,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2703,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2704,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2705,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2706,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2707,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2708,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2709,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2710,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2711,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2712,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2713,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2714,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2715,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2716,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2717,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2718,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2719,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2720,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2721,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2722,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2723,1,bcc,val,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2724,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2725,1,bcc,test,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
2726,1,bcc,train,C:\Users\aryan\OneDrive\Desktop\doc\datasets\SKIN_CANCER\archive\hmnist_28_28_RGB.csv
